"","X","id","usernames","content.x","joined","timeout","clean_content","id_chat","channel","content_chat"
"1308",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J2RB3J11AV6YD439MAFN5RQC","01GJBWX63YY0SVSTS24EWDRTPV","GM"
"1309",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J2ND885Z524PAK15RWZ1S7FH","01GJBWX63YY0SVSTS24EWDRTPV","GM"
"1310",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J2M1MADYK9C7TQH556275FTW","01GJBWX63YY0SVSTS24EWDRTPV","GM"
"1311",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J2ERH0SNSHZBMTPBXGYJ5SMT","01GJBWX63YY0SVSTS24EWDRTPV","GM"
"1312",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J2CG5JTHRQ7EA1C3EPBM0B7E","01GJBWX63YY0SVSTS24EWDRTPV","gm"
"1313",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J2CG6ACVSEVQVG1CWMWFGY90","01GJBWX63YY0SVSTS24EWDRTPV","How is it going?"
"1314",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J2CG86FJ31R37V8967PT94QV","01GJBWX63YY0SVSTS24EWDRTPV","Nice to hear friend 🫡"
"1315",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J224C7PAJFRBXFVPSP0NZHV3","01GJBWX63YY0SVSTS24EWDRTPV","GM"
"1316",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J1WM74PFJCNK4ACS8MNB0BQ8","01GJBWX63YY0SVSTS24EWDRTPV","GM"
"1317",166,"01GWYF4GMZ8D4ZE5SVWKPVH13M","Jamie 📈","SWITZERLAND - 18 - BOXE - SMMA/MA - CRYPTO TRADING.

pressure makes diamonds.


","2023-04-01T13:12:38.335Z",NA,"switzerland 18 boxe smmama crypto trading pressure makes diamonds ","01J0WT4D8DNJZ1RY0JT8HQVSXS","01GJBWX63YY0SVSTS24EWDRTPV","Gm"
"1318",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01JB8AXSWHRBTZAFKQ7VFMMK4D","01GJBWX63YY0SVSTS24EWDRTPV","<@01HT3APCFQFKZPDFEK4HA5PBH2> "
"1319",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J77CJBEGQNYJ20AW86TXDGXV","01GJBWX63YY0SVSTS24EWDRTPV","If you cant sleep for a longer period of time, get up from bed, do something to calm your mind and body for a short time like about 10min (do not use your phone or any electronix device) and then try again G "
"1320",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J4R9RDKQW6CDJQMNVNQX425B","01GJBWX63YY0SVSTS24EWDRTPV","Gm Gs. Lets kill this day and work hard to achieve our goals. 
NO DAYS OFF"
"1321",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J006F2H3REZBRDF03VKMACAN","01GJBWX63YY0SVSTS24EWDRTPV","GM to everyone of you"
"1322",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01HRNNBYD6QSZGQDMWQ4CFC6Y4","01GJBWX63YY0SVSTS24EWDRTPV","GM"
"1323",179,"01GJASJGFQRTJQFY79SYDBV828","Alxx7","Swiss Based.
Languages: 
English
French
German
Russian
Dutch","2022-11-20T15:24:40.863Z",NA,"swiss based languages english french german russian dutch","01H0ZMWTDN7V2TBSEHR3AYBDE7","01GJBWX63YY0SVSTS24EWDRTPV","Your bank provider probably blocked the transaction. Happened to me too so I sent them an email asking them to allow the payment"
"1324",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J8D10PW1J9KMRWBNCCKF9NP9","01HPCTYA6BJY9W3K4JES8F2BXT","Just got up, feeling great and about to attack my day, how are you doing G ? "
"1325",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J8D2VVHS9S2Q04PA8MCGYC89","01HPCTYA6BJY9W3K4JES8F2BXT","Nice, kill it brother 👊🏽"
"1326",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J6F61X34E6PA7ARSSYTG3HAY","01HPCTYA6BJY9W3K4JES8F2BXT","How are we doing grads ?"
"1327",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J6F8VC8XGPHE83KB2YR4VVYH","01HPCTYA6BJY9W3K4JES8F2BXT","Cause most people dont know what to talk and discuss, so they only spam every chat with GM in the beginning of their day and then leave the chats hahaha"
"1328",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J6F8VQ38T85X03Y8TDB1N9X5","01HPCTYA6BJY9W3K4JES8F2BXT","How are you doing brother ?"
"1329",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J6F9KW83RWA6G2C92KPGWBTT","01HPCTYA6BJY9W3K4JES8F2BXT","G, glad to hear brother 🙏"
"1330",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J646JNV2RBFVB499X890NH00","01HPCTYA6BJY9W3K4JES8F2BXT","GM grads 🫡 lets kill it "
"1331",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J5WMH6WFYETKJ9ZTMQ55FWFP","01HPCTYA6BJY9W3K4JES8F2BXT","GM grads, have a great day 👊🏽"
"1332",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J5SYYA36T1HWBWQJ91KFYTTS","01HPCTYA6BJY9W3K4JES8F2BXT","GM grads, lets kill it 👊🏽"
"1333",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J5Q8ECHVZHBKJXD7EH9ZE5WK","01HPCTYA6BJY9W3K4JES8F2BXT","Good morning grads ☕️ lets kill it today and give it all we‘ve got 🙏🏽"
"1334",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J5JJDN38K4EG93ZP4ZSPBM0W","01HPCTYA6BJY9W3K4JES8F2BXT","We should all be busy. Tell us G, what do you need help with ?"
"1335",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J5GD6J3V64NWB6QVR51C5HMA","01HPCTYA6BJY9W3K4JES8F2BXT","GM everyone, have a great day 🙏🏽"
"1336",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J5DT23EPHBX8PXZJK7RFNE34","01HPCTYA6BJY9W3K4JES8F2BXT","Good morning Gs 👊🏽, i wish you all a productive day 🙏🏽
Lets kill it.
NO DAYS OFF "
"1337",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J5EVFN9T2PFE8QXR7ZWBGFTB","01HPCTYA6BJY9W3K4JES8F2BXT","If you want to avoid talking to people, wearing sunglasses can be a strategy for it. "
"1338",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J5B3HP63WP3JR4KWWJ0N9Y6K","01HPCTYA6BJY9W3K4JES8F2BXT","Good morning everyone 🙏🏽 another day to conquer has arrived 👊🏽
Lets get to work 
NO DAYS OFF"
"1339",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J57JEBW5Q89VKGRQGMA68RG5","01HPCTYA6BJY9W3K4JES8F2BXT","Good Morning everyone 🙏 RISE AND SHINE 

Another day to conquer has arrived, lets give it everything we've got and break our limits. 🙏

May you all have a successful day. 

NO DAYS OFF"
"1340",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J55GHTEMRVFY04KTN1GRH4W9","01HPCTYA6BJY9W3K4JES8F2BXT","Gm brothers, lets conquer another day 🫡"
"1341",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J52VWW5FJ9Y9P39K8133TF0T","01HPCTYA6BJY9W3K4JES8F2BXT","Good morning everyone, another day to conquer 🔥
Lets get it 🙏🏽
NO DAYS OFF "
"1342",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J50AHQJB9KQ2AY1W2V2JDRJC","01HPCTYA6BJY9W3K4JES8F2BXT","Thats a really good idea for sure. "
"1343",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J4ZYC4PCYF6483SZJNV5M5YV","01HPCTYA6BJY9W3K4JES8F2BXT","Good morning everyone. Give it your all and conquer. May you all have a successful day 👊

NO DAYS OFF"
"1344",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J4XXSQ5BN81R7AD2V7A4H8HS","01HPCTYA6BJY9W3K4JES8F2BXT","Good morning everyone 🙏🏽, lets kill it and conquer this day. We keep moving forward and do not let anything take us down 👊🏽
NO DAYS OFF "
"1345",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J4V2N086TNVJ7Z4M2J4YCZ5D","01HPCTYA6BJY9W3K4JES8F2BXT","Good morning everyone 👊🏽. Lets kill it today and give 100% in everything we do 💪
NO DAYS OFF "
"1346",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J4R8C666V8WVZMYCZNKW9AVT","01HPCTYA6BJY9W3K4JES8F2BXT","I dont think so.. i dont see any notifications on it, and the days are still not shown"
"1347",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J4RK6AFE8NQDXZD19S7WQ7AP","01HPCTYA6BJY9W3K4JES8F2BXT","Hope you too G"
"1348",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J4NY7J10WT0E9G6ZXVBC3R73","01HPCTYA6BJY9W3K4JES8F2BXT","Sure thing G, just because we gratuated doenst mean we shouldnt do the challenge anymore "
"1349",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J4P1FT0902W5V2MY8GBMXW5W","01HPCTYA6BJY9W3K4JES8F2BXT","YESSIR 🫡"
"1350",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J4NFPNGWYX4WE0GF145SFPS6","01HPCTYA6BJY9W3K4JES8F2BXT","Good morning everyone 🙏🏽 i wish you all a great day and to work hard 👊🏽
NO DAYS OFF 
LETS CONQUER THIS DAY "
"1351",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J4MJ6ZZHCHWX33YWAPJEEFRA","01HPCTYA6BJY9W3K4JES8F2BXT","My GF hasnt really a hard workers mindset and when we met and even now never really cared about money and being rich. She has been with me and supported me in the past years from being a broke, fat and weed smoking guy to a addiction free, fit and hardworking man. 
She herself always supported me and doesnt doubt me on what i say and do and i believe thats all i want from her - her support. She surely has changed in the way she sees money, but once in a while she tells me that being rich isnt really her goal in life, but she works harder on things than before and is fitter then when we first met. She never hinders me when i want to work on stuff, train or learn and supports my journey. 
I think living by example and being the change you want to see in others is the only way to inspire people"
"1352",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J4MKKNS38WYYS625QS94GCDP","01HPCTYA6BJY9W3K4JES8F2BXT","GM G, its a pleasure to meet you 🙏🏽"
"1353",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J4K84F3F19JS2WKTTTHDM3PM","01HPCTYA6BJY9W3K4JES8F2BXT","It will happen today 😊"
"1354",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J4K6M6RECH6812AWPF6ZXAXA","01HPCTYA6BJY9W3K4JES8F2BXT","Good Morning everyone 🙏🏽 RISE AND SHINE 👊🏽
I wish you all a great day, may you all work hard towards achieving your dreams 🙏🏽"
"1355",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J4GM761GG7AJ2Q84DS1FHC6W","01HPCTYA6BJY9W3K4JES8F2BXT","GM everybody 🙏🏽"
"1356",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J4GMQVD6VADZ7PKB9QNAYCC7","01HPCTYA6BJY9W3K4JES8F2BXT","Hope you too G 🙏🏽 lets work hard 👊🏽"
"1357",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J4FEPPZ87GC3VN964A4F6SVE","01HPCTYA6BJY9W3K4JES8F2BXT","Congratulation to all who made it 🙏🏽"
"1358",168,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J4FENN165A2Q2WQQAZVGDC0J","01HPCTYA6BJY9W3K4JES8F2BXT","lets goo G good to see you here 👊🏽"
"1359",16,"01GV167HYYFG0XXJ066Y0FBQZ9","niconaegelin11","21 /
Muay Thai Fighter / Swiss Millitary /
Former Michelin Star Chef /

Let`s WIN together my brothers!!
","2023-03-08T18:03:32.481Z","2024-07-17T10:14:20.335Z","21 muay thai fighter swiss millitary former michelin star chef lets win together brothers ","01J5213NNZF65PT1CD8TM4GYJC","01HR9J27CY7A0M3T4T34YHQ529","""When you arise in the morning, think of what a precious privilege it is to be alive—to breathe, to think, to enjoy, to love. The happiness of your life depends upon the quality of your thoughts: therefore, guard accordingly, and take care that you entertain no notions unsuitable to virtue and reasonable nature.""
— Marcus Aurelius"
"1360",16,"01GV167HYYFG0XXJ066Y0FBQZ9","niconaegelin11","21 /
Muay Thai Fighter / Swiss Millitary /
Former Michelin Star Chef /

Let`s WIN together my brothers!!
","2023-03-08T18:03:32.481Z","2024-07-17T10:14:20.335Z","21 muay thai fighter swiss millitary former michelin star chef lets win together brothers ","01J0TSB0GAD0Y4N31PNHH11CKZ","01HR9J27CY7A0M3T4T34YHQ529","GM from Thailand🥊"
"1361",16,"01GV167HYYFG0XXJ066Y0FBQZ9","niconaegelin11","21 /
Muay Thai Fighter / Swiss Millitary /
Former Michelin Star Chef /

Let`s WIN together my brothers!!
","2023-03-08T18:03:32.481Z","2024-07-17T10:14:20.335Z","21 muay thai fighter swiss millitary former michelin star chef lets win together brothers ","01J0N2D0JTGPQKRV12YVN1MCV9","01HR9J27CY7A0M3T4T34YHQ529","GM"
"1362",106,"01H2XKX9RZ67435NJXM3BNC8V1","Shadow Work","Somewhere Pompeii & Posh… Like Geneva.","2023-06-14T18:53:53.809Z",NA,"somewhere pompeii posh… like geneva","01JA6QWW8R2C437ZHTH6EGRBGA","01HR9J27CY7A0M3T4T34YHQ529",""
"1363",106,"01H2XKX9RZ67435NJXM3BNC8V1","Shadow Work","Somewhere Pompeii & Posh… Like Geneva.","2023-06-14T18:53:53.809Z",NA,"somewhere pompeii posh… like geneva","01JA5KEYA6FV31A5R36P50P0J5","01HR9J27CY7A0M3T4T34YHQ529",""
"1364",106,"01H2XKX9RZ67435NJXM3BNC8V1","Shadow Work","Somewhere Pompeii & Posh… Like Geneva.","2023-06-14T18:53:53.809Z",NA,"somewhere pompeii posh… like geneva","01J7HPBBK0YDRY0AGTVWH8995N","01HR9J27CY7A0M3T4T34YHQ529","Matrix Attack"
"1365",106,"01H2XKX9RZ67435NJXM3BNC8V1","Shadow Work","Somewhere Pompeii & Posh… Like Geneva.","2023-06-14T18:53:53.809Z",NA,"somewhere pompeii posh… like geneva","01J7HPD81228RQ36V5EG1C2JW5","01HR9J27CY7A0M3T4T34YHQ529","GM
"
"1366",106,"01H2XKX9RZ67435NJXM3BNC8V1","Shadow Work","Somewhere Pompeii & Posh… Like Geneva.","2023-06-14T18:53:53.809Z",NA,"somewhere pompeii posh… like geneva","01J7351HGN32J8E3QPFDHDYEXN","01HR9J27CY7A0M3T4T34YHQ529","Congrats <@01HZZ6FZX6T46MR9X6V8TDTE77> "
"1367",106,"01H2XKX9RZ67435NJXM3BNC8V1","Shadow Work","Somewhere Pompeii & Posh… Like Geneva.","2023-06-14T18:53:53.809Z",NA,"somewhere pompeii posh… like geneva","01J5WEMM7YJC7KBG9CQ8ZQV96D","01HR9J27CY7A0M3T4T34YHQ529","GM"
"1368",106,"01H2XKX9RZ67435NJXM3BNC8V1","Shadow Work","Somewhere Pompeii & Posh… Like Geneva.","2023-06-14T18:53:53.809Z",NA,"somewhere pompeii posh… like geneva","01J5VA3N7R9A5KM3JRDPMDR443","01HR9J27CY7A0M3T4T34YHQ529","Free Tate"
"1369",106,"01H2XKX9RZ67435NJXM3BNC8V1","Shadow Work","Somewhere Pompeii & Posh… Like Geneva.","2023-06-14T18:53:53.809Z",NA,"somewhere pompeii posh… like geneva","01J46QD26M01TQPZDA448VFA8Z","01HR9J27CY7A0M3T4T34YHQ529","Yes I have a Laptop but  It's old and shuts off whenever it feels like it, also the battery only lasts max 2 hours off the charger."
"1370",106,"01H2XKX9RZ67435NJXM3BNC8V1","Shadow Work","Somewhere Pompeii & Posh… Like Geneva.","2023-06-14T18:53:53.809Z",NA,"somewhere pompeii posh… like geneva","01J46QZ4RKNGWRFY64TF5R16F0","01HR9J27CY7A0M3T4T34YHQ529","Bought $Daddy not a new Macbook. Thanks for the advice G'z. "
"1371",106,"01H2XKX9RZ67435NJXM3BNC8V1","Shadow Work","Somewhere Pompeii & Posh… Like Geneva.","2023-06-14T18:53:53.809Z",NA,"somewhere pompeii posh… like geneva","01J46TJAZXR7RJSJ90QFFN52S1","01HR9J27CY7A0M3T4T34YHQ529","Bought more. I will also be looking at the signals like you now suggested."
"1372",106,"01H2XKX9RZ67435NJXM3BNC8V1","Shadow Work","Somewhere Pompeii & Posh… Like Geneva.","2023-06-14T18:53:53.809Z",NA,"somewhere pompeii posh… like geneva","01J46TK6SR23AGJ9FPAPQFR1MH","01HR9J27CY7A0M3T4T34YHQ529","W or L?"
"1373",106,"01H2XKX9RZ67435NJXM3BNC8V1","Shadow Work","Somewhere Pompeii & Posh… Like Geneva.","2023-06-14T18:53:53.809Z",NA,"somewhere pompeii posh… like geneva","01J46VY1RG9SSM08NR09CR6CGC","01HR9J27CY7A0M3T4T34YHQ529","That may be true. Although I believe that these stones will turn into Diamonds very soon. "
"1374",106,"01H2XKX9RZ67435NJXM3BNC8V1","Shadow Work","Somewhere Pompeii & Posh… Like Geneva.","2023-06-14T18:53:53.809Z",NA,"somewhere pompeii posh… like geneva","01J46WDD7GJA8J5C1QBWK8JD66","01HR9J27CY7A0M3T4T34YHQ529","Every other coin that isn't $Daddy Is a random coin, for me at least. I'm not to interested in winning and more in playing the game."
"1375",106,"01H2XKX9RZ67435NJXM3BNC8V1","Shadow Work","Somewhere Pompeii & Posh… Like Geneva.","2023-06-14T18:53:53.809Z",NA,"somewhere pompeii posh… like geneva","01J46HCBN6YGMD0XZTY0RS5W4F","01HR9J27CY7A0M3T4T34YHQ529","Should I buy a $2000 Macbook Pro or take that money and buy $Daddy? What does the chat think?"
"1376",106,"01H2XKX9RZ67435NJXM3BNC8V1","Shadow Work","Somewhere Pompeii & Posh… Like Geneva.","2023-06-14T18:53:53.809Z",NA,"somewhere pompeii posh… like geneva","01J2WDKYTR91HK0D5TNTCQV64B","01HR9J27CY7A0M3T4T34YHQ529","I remember losing my P.O.S. system pass at work and my boss told me that I had to pay for it.. or drop and do 50 pushups. I accepted the challenge and started doing the push ups. As my colleges surrounding me started counting the pushups out loud I can remember my manager saying before I started that I couldn't do it and that Would have to pay the money. So my managers sitting on a barstool at the bar smoking a Cigaret paid no attention to me as everyone else colleges/ guests was rooting and counting on me to finish them in one go. When I reached 42 pushups and counting I could see from the side of my eye that he looked at me and didn't take his eyes off. At that moment I knew that it was time for me to show him that he was wrong about me. (Cool guy by the way, but a big asshole when he was on shift). I finished the 50 push ups... everyone cheered and he sat there in disbelief... SUCH IS THE WAY OF WUDAN"
"1377",106,"01H2XKX9RZ67435NJXM3BNC8V1","Shadow Work","Somewhere Pompeii & Posh… Like Geneva.","2023-06-14T18:53:53.809Z",NA,"somewhere pompeii posh… like geneva","01J2S7G8XMPG18XNE8WZCZDZ9Q","01HR9J27CY7A0M3T4T34YHQ529","If theirs anyone who’s from Switzerland that I can Network/ do Crypto work with kindly send me a DM please. Need some assistance."
